user_id,last_order_date,cart_abandoned_date,avg_order_value,sessions_last_30d,num_cart_items,engagement_score,profitability_score,days_since_abandon
1460,2025-06-30,,1348.0,4,5,0.805031615726499,0.17135311841575956,
1461,2025-02-09,,170.0,2,6,0.494817849686377,0.8079116237391023,
1462,2025-06-09,2025-09-09,1250.0,3,2,0.7492291566571151,0.2447566429391668,11.0
1463,2024-12-21,,836.0,2,9,0.2612047735066978,0.38700088755036705,
1464,2025-09-06,,471.0,4,6,0.6311123169107153,0.6531862249782475,
1465,2025-04-14,,284.0,3,8,0.2721520691486056,0.3495640067071161,
1466,2025-04-21,2025-09-19,1621.0,3,4,0.6045627809189906,0.6467930218517031,1.0
1467,2025-06-04,,1014.0,7,3,0.543157495691207,0.48600440427593533,
1468,2025-03-16,,685.0,6,4,0.40330721309608036,0.6520063604097254,
1469,2024-11-23,,802.0,2,1,0.3792483257628936,0.36594873394972605,
1470,2025-06-14,,126.0,4,1,0.3148323674935085,0.891246807517648,
1471,2025-05-12,,564.0,2,8,0.5839226376861686,0.14575348824340198,
1472,2024-12-01,,222.0,5,1,0.6138246368143605,0.6145350720483852,
1473,2025-04-02,,237.0,1,5,0.22432099531923283,0.4691732423138679,
1474,2025-03-21,,916.0,3,9,0.5937644396969083,0.5133554128218603,
1475,2024-09-21,,1988.0,4,3,0.5584509498026491,0.17428684746882175,
1476,2025-08-12,,464.0,2,2,0.1604064837656358,0.29790312745887604,
1477,2025-09-05,,236.0,0,5,0.289867038077532,0.21804191952681834,
1478,2025-09-16,,887.0,5,2,0.645553773739405,0.8502093402731233,
1479,2024-10-06,,1690.0,11,1,0.2359585060319074,0.6718473502724329,
1480,2025-02-22,,1154.0,3,9,0.6662335166415964,0.41912625153175953,
1481,2025-04-12,2025-09-18,1675.0,4,9,0.3815320817971515,0.43725871186503634,2.0
1482,2025-09-04,,665.0,4,1,0.5517414494528993,0.793171982391863,
1483,2025-06-04,,1165.0,0,4,0.34463366413717483,0.9047909364055415,
1484,2024-11-13,,171.0,2,5,0.3390151604756017,0.5610016623042307,
1485,2025-02-05,,393.0,8,2,0.38100364526084035,0.7043707868213213,
1486,2025-04-03,2025-09-17,445.0,3,9,0.6327701299835584,0.3512425886843083,3.0
1487,2025-08-17,,623.0,1,9,0.44070280776345544,0.5556022509252172,
1488,2025-01-12,,2167.0,5,9,0.42599987733092326,0.9226625307441088,
1489,2025-01-16,,1709.0,4,8,0.26003096724463015,0.7834088033919885,
1490,2024-12-25,,166.0,5,6,0.5153635885456926,0.3761546609257022,
1491,2025-05-02,,202.0,3,1,0.31024272680010967,0.39915976088610355,
1492,2024-12-20,2025-09-18,404.0,4,5,0.2742593543652532,0.662485435171531,2.0
1493,2025-06-16,,325.0,5,8,0.10352820631732561,0.4738595157313862,
1494,2025-02-05,,813.0,5,4,0.08084728075280165,0.7923870838899586,
1495,2025-08-12,,1915.0,4,8,0.09649701604345705,0.36014135905494493,
1496,2024-11-22,,2672.0,3,6,0.05273310481580124,0.588130022863819,
1497,2025-08-22,,898.0,2,1,0.06346105957817187,0.23702615251297493,
1498,2024-11-06,2025-09-19,1507.0,6,1,0.46544206682554096,0.8235594470052934,1.0
1499,2025-01-18,,646.0,6,3,0.3691955963747563,0.6131781795290807,
1500,2025-01-27,,237.0,9,1,0.4805217051819478,0.2811782862148778,
1501,2025-03-19,2025-09-16,645.0,2,4,0.5136471370347292,0.4188095267838042,4.0
1502,2024-12-22,,698.0,4,3,0.5502687436111605,0.5660443592096273,
1503,2025-01-27,,1135.0,3,7,0.6533294061488734,0.22635443656861495,
1504,2025-01-24,,249.0,6,9,0.34136448710487616,0.7819838355387475,
1505,2024-12-28,2025-09-10,417.0,8,7,0.30680260693079026,0.7031106858597952,10.0
1506,2024-09-26,2025-09-18,412.0,1,5,0.41905473754589684,0.3947620746643432,2.0
1507,2024-10-15,,2614.0,5,1,0.3772880693327673,0.2431437339913701,
1508,2025-07-17,,520.0,2,5,0.42037747194690855,0.942982613730321,
1509,2025-03-27,2025-09-07,1176.0,3,1,0.527749465273405,0.7444567030664215,13.0
1510,2025-09-17,,1162.0,1,6,0.4068353713430415,0.530852932042076,
1511,2025-05-01,,297.0,3,8,0.47139516927515607,0.44020312479389456,
1512,2025-04-15,,729.0,8,7,0.7436876447641183,0.32391983319922785,
1513,2024-10-31,,1848.0,5,1,0.7235993899535198,0.5286637006192644,
1514,2025-04-27,,566.0,4,8,0.16851724491890516,0.5262560682000376,
1515,2024-12-01,2025-09-13,2372.0,9,9,0.49019705758620985,0.38788465475058703,7.0
1516,2025-04-20,2025-09-07,243.0,3,2,0.36956338202821865,0.5131675039320166,13.0
1517,2025-03-11,2025-09-13,112.0,2,1,0.4525649390493749,0.5610527856246449,7.0
1518,2025-07-09,,1826.0,7,6,0.2297569576959657,0.4407616841384879,
1519,2024-11-19,,1555.0,1,4,0.5325699448985048,0.7940798808534386,
1520,2024-10-11,,3974.0,2,7,0.34018882233633846,0.7486927666564606,
1521,2025-05-03,,960.0,0,3,0.07359742801975518,0.6828152042335434,
1522,2025-03-17,,2258.0,2,3,0.6653069027419583,0.7993583675753025,
1523,2024-12-01,,1453.0,6,8,0.6548155625054345,0.3557591473648045,
1524,2025-07-21,,1539.0,2,7,0.22015819597922356,0.34842082645980416,
1525,2025-03-06,,724.0,5,5,0.5646501266885469,0.5865621432730692,
1526,2024-11-29,,435.0,7,3,0.6428666324883121,0.5048641823954636,
1527,2024-11-05,,2231.0,5,1,0.25575514454819326,0.19215459482463385,
1528,2024-11-22,,503.0,4,3,0.4929878853088403,0.37398396661505334,
1529,2024-10-11,,669.0,2,9,0.32329331790091476,0.47577284281438287,
1530,2025-09-09,,523.0,4,1,0.6264897939117001,0.7962726758924528,
1531,2025-07-20,,716.0,4,5,0.2282723795893584,0.6028913304362232,
1532,2024-10-22,,559.0,5,4,0.6045222390556223,0.3285862889538419,
1533,2025-02-06,,89.0,4,6,0.7342324475967189,0.682195902091857,
1534,2025-04-20,2025-09-16,1760.0,2,2,0.1053153344909171,0.6832385513847425,4.0
1535,2025-03-05,,520.0,7,4,0.2811995035654897,0.6638895741074082,
1536,2025-07-30,,761.0,5,9,0.4492554762493793,0.7904817251337287,
1537,2025-01-03,,170.0,6,5,0.4266413833337663,0.6095773902433347,
1538,2025-07-23,,53.0,1,8,0.5350278043270102,0.3976188475655574,
1539,2025-07-10,,275.0,2,2,0.21598832848688274,0.2798731820354707,
1540,2025-04-25,2025-09-09,1026.0,5,9,0.4060902679315086,0.8233252610989447,11.0
1541,2024-10-06,,134.0,5,7,0.7356950384293016,0.7445862985563589,
1542,2025-07-19,,1967.0,6,7,0.41439452427418005,0.3811588144649881,
1543,2024-11-14,,244.0,4,2,0.5977296364898738,0.6143428043554194,
1544,2025-01-20,,233.0,3,8,0.4291596101787002,0.503308749870956,
1545,2024-10-25,,210.0,2,9,0.3840570056165231,0.632872163518188,
1546,2025-06-05,,61.0,4,5,0.6416853310396536,0.5091814707762456,
1547,2025-02-06,2025-09-17,1232.0,5,3,0.5534658349398883,0.14967797808657093,3.0
1548,2024-11-11,,1714.0,1,3,0.2104757843087232,0.0883855651365275,
1549,2025-02-14,,812.0,9,6,0.20605443288600403,0.36862183093375683,
1550,2025-01-22,,217.0,5,1,0.504824329151863,0.20980143172941249,
1551,2025-01-04,,319.0,8,9,0.6484216252135588,0.16477704066963128,
1552,2025-01-01,2025-09-17,567.0,6,6,0.8189278276041011,0.4044358177278313,3.0
1553,2025-09-15,,2519.0,3,9,0.22148736132092595,0.7103708988394812,
1554,2025-01-02,,277.0,6,3,0.40493855462662864,0.484393515342717,
1555,2025-07-28,2025-09-11,1102.0,5,3,0.1656035627761284,0.36004663278678367,9.0
1556,2025-08-04,,513.0,6,7,0.22679836387323837,0.2796268176597126,
1557,2025-02-17,2025-09-11,333.0,10,7,0.6181023761039887,0.04332819095399735,9.0
1558,2025-03-27,,537.0,1,4,0.6878271654275063,0.6764976388100087,
1559,2025-09-11,,109.0,6,8,0.4371837304731987,0.6190652960665345,
1560,2025-06-13,,1332.0,3,2,0.5358273451447932,0.6553368228284695,
1561,2025-08-31,2025-09-13,273.0,4,1,0.1524841743555999,0.7828614151725231,7.0
1562,2025-01-22,2025-09-20,1084.0,7,1,0.17937096286037435,0.3602883007314795,0.0
1563,2025-07-21,,107.0,6,2,0.36324051211475994,0.04181423030305696,
1564,2025-03-26,2025-09-16,2533.0,3,6,0.29587814189875794,0.5794137143114232,4.0
1565,2024-10-17,2025-09-20,222.0,5,8,0.7617931343534479,0.6506498106879871,0.0
1566,2025-07-20,,1765.0,5,3,0.1109301266370078,0.7183920188591606,
1567,2025-04-28,2025-09-17,1376.0,7,6,0.18999056491789248,0.761448733870842,3.0
1568,2025-02-16,,2800.0,3,8,0.3419148746355484,0.5724917565064269,
1569,2025-09-17,,570.0,5,9,0.18155204360061247,0.6008826620257102,
1570,2025-04-13,2025-09-17,1090.0,5,8,0.40601999097858604,0.7241947956670991,3.0
1571,2025-02-05,,421.0,6,7,0.21323021657269173,0.4356616399518696,
1572,2024-12-25,2025-09-13,213.0,6,4,0.2887408055893337,0.1839204665240283,7.0
1573,2025-05-23,,518.0,2,3,0.8153602099093116,0.7802531146996818,
1574,2025-06-23,,195.0,3,7,0.2781094179493556,0.6743484340267833,
1575,2024-10-26,,3266.0,5,1,0.15533979241966217,0.08535877272349278,
1576,2025-07-14,,131.0,8,7,0.8183490783620595,0.22110908654324077,
1577,2024-09-28,,762.0,4,6,0.3967214596473212,0.26613057799454454,
1578,2025-06-14,,838.0,4,3,0.45369320913764966,0.30704709542889685,
1579,2024-12-27,,668.0,3,3,0.11457070978831681,0.3011189534968933,
1580,2025-06-07,,918.0,4,2,0.4380985482177472,0.5388942843872606,
1581,2024-11-01,,149.0,4,1,0.733156252699703,0.7850169800811214,
1582,2025-05-20,,698.0,7,5,0.17908717227784682,0.4404396470195522,
1583,2025-08-22,,321.0,7,7,0.20547760957358036,0.02722023851664243,
1584,2025-05-06,,2303.0,4,7,0.28993905543116605,0.20142601876350447,
1585,2025-03-09,,1199.0,3,6,0.659673767443887,0.6579559998695563,
1586,2025-02-06,,2925.0,2,6,0.20180512487025265,0.09183294970855022,
1587,2024-10-23,,81.0,3,7,0.3261779895733237,0.4708302779667439,
1588,2025-04-03,2025-09-19,319.0,5,8,0.1601486264058757,0.9050185446190652,1.0
1589,2025-09-11,,224.0,6,5,0.21588323047440686,0.2699293384199297,
1590,2025-08-11,,59.0,2,1,0.4305475818333514,0.5959361439243263,
1591,2025-08-26,,272.0,2,7,0.5469203332834156,0.67435318995398,
1592,2025-01-02,,958.0,3,2,0.2794764537386571,0.5901900035670006,
1593,2025-02-06,,260.0,1,5,0.39852257398537994,0.10210617907240992,
1594,2025-05-19,,619.0,3,7,0.2680737329879259,0.28332521233000263,
1595,2025-08-13,,1800.0,4,7,0.3132896040288496,0.5615624835210884,
1596,2024-10-27,,997.0,4,9,0.21559867360778232,0.5457566483998506,
1597,2025-01-12,,452.0,5,5,0.14791211093099033,0.5382767705328063,
1598,2025-03-28,,423.0,6,6,0.40263976621085296,0.49349816915105055,
1599,2025-06-22,2025-09-17,537.0,4,6,0.1821864447043983,0.4510489632708117,3.0
1600,2025-08-14,,206.0,6,1,0.3620096209375332,0.5246649664534605,
1601,2024-11-08,2025-09-16,854.0,6,7,0.20699103548000441,0.23854893962184653,4.0
1602,2025-03-28,,412.0,2,7,0.16257440073737037,0.6874930609557071,
1603,2024-12-10,,1580.0,3,4,0.6266405083965668,0.6003700087989503,
1604,2025-07-01,,1180.0,5,4,0.3447345560416946,0.7188079083346389,
1605,2025-05-29,,804.0,1,6,0.4261930958031329,0.9770650022838667,
1606,2025-08-11,,412.0,5,3,0.2999083159881269,0.7931922231461714,
1607,2024-11-23,,239.0,9,6,0.42003304103208716,0.5363099295777082,
1608,2025-02-08,,1247.0,9,4,0.7224773067849547,0.35157896546476664,
1609,2024-11-06,,583.0,3,8,0.7066427306869302,0.8561485747899292,
1610,2024-10-06,,254.0,2,5,0.4042212524498246,0.7343308704547471,
1611,2025-05-28,,224.0,5,8,0.458981321623616,0.8875761003880411,
1612,2025-03-18,,195.0,4,9,0.1742746175764398,0.6567901374040069,
1613,2024-11-01,,1251.0,5,4,0.1806481032638771,0.5673856432018575,
1614,2025-07-26,,258.0,5,1,0.6121759666739175,0.4959687843191904,
1615,2025-08-11,2025-09-19,648.0,6,7,0.5727572984598127,0.12426020003807821,1.0
1616,2024-10-01,,531.0,1,7,0.13105487413158703,0.32714348390425674,
1617,2025-08-11,,743.0,8,5,0.34260416727726634,0.19940427565969956,
1618,2024-10-08,,1727.0,6,5,0.16229020924433002,0.6652174085594341,
1619,2025-01-26,,1668.0,1,1,0.4655335133573526,0.27488340230968794,
1620,2024-12-05,,530.0,3,3,0.14377593112145975,0.6060115678594886,
1621,2025-01-01,,62.0,6,1,0.4829287704675137,0.40433870443218933,
1622,2025-02-16,,495.0,9,7,0.014371548775941427,0.9292706900147603,
1623,2025-04-26,,796.0,3,5,0.18710642529219412,0.5482550942056296,
1624,2024-10-19,2025-09-15,703.0,4,4,0.4692456842968844,0.6105948243440535,5.0
1625,2025-04-05,2025-09-07,893.0,5,7,0.7945241762431844,0.16126279965399024,13.0
1626,2025-06-20,,184.0,4,9,0.5892595732305066,0.8194652363656729,
1627,2024-10-02,,882.0,1,6,0.12426223301563182,0.10987097832171157,
1628,2025-07-23,,211.0,0,9,0.3490949072134271,0.39342198091684155,
1629,2025-07-23,,1161.0,4,6,0.3158584835720708,0.4987168336223821,
1630,2024-11-20,,381.0,1,9,0.39867933943673417,0.8327822647650083,
1631,2025-04-04,,1040.0,3,6,0.3445735710373597,0.38191900803177814,
1632,2024-12-25,,89.0,3,9,0.420975474925254,0.540366584611422,
1633,2024-09-22,,469.0,3,3,0.3644112849353852,0.4825121712836585,
1634,2025-08-06,,1027.0,5,5,0.18780038964511414,0.7391311925237093,
1635,2024-10-10,,256.0,4,5,0.2339843230540932,0.3325848991570536,
1636,2025-03-23,2025-09-20,1319.0,3,8,0.37344874644089593,0.4736375073840262,0.0
1637,2025-04-03,,847.0,3,7,0.353923528524655,0.6082407389191645,
1638,2024-09-29,2025-09-12,759.0,3,2,0.30791088794081106,0.7396707792714945,8.0
1639,2025-03-13,,399.0,1,2,0.16587289528050575,0.0757370145166681,
1640,2025-04-18,,577.0,7,7,0.2518730403500324,0.7336285729339858,
1641,2025-03-16,,778.0,6,4,0.21173792501994312,0.518788769790433,
1642,2025-09-13,,562.0,5,6,0.42973941754630657,0.20214748422301757,
1643,2025-05-10,,1009.0,9,9,0.2666309568260632,0.24885854232659887,
1644,2025-01-28,,505.0,9,4,0.24016962885844348,0.3077908221358865,
1645,2025-08-06,,231.0,3,7,0.6117680172045976,0.7009165502648979,
1646,2024-11-10,,243.0,3,9,0.31333222876927136,0.5058538994421989,
1647,2025-01-14,,55.0,10,1,0.19802574685054528,0.40166007806268245,
1648,2025-08-20,,336.0,6,2,0.29965478960560715,0.4787670344979235,
1649,2025-08-28,2025-09-07,1156.0,6,9,0.2973613330940721,0.32738626692653233,13.0
1650,2025-04-13,2025-09-15,1315.0,6,5,0.6477665243314593,0.5601303544811389,5.0
1651,2024-09-22,,231.0,5,4,0.5615514123871446,0.4941866488714183,
1652,2025-04-15,,2606.0,3,7,0.28762829301883286,0.4274629930586239,
1653,2025-08-12,,608.0,7,5,0.7588324585237863,0.4367595473817135,
1654,2025-06-30,,2041.0,5,1,0.5911766766209925,0.6109665021803213,
1655,2024-09-29,2025-09-08,1031.0,8,9,0.6908181312479076,0.4157365115738961,12.0
1656,2025-01-05,,1075.0,5,8,0.41302973809719035,0.794775183256556,
1657,2025-02-26,,121.0,1,3,0.36433576347138014,0.9237628533395748,
1658,2025-07-05,,249.0,8,3,0.3009275599540479,0.3431726541647939,
1659,2025-09-08,,57.0,1,3,0.40853360588107646,0.7981930476256969,
1660,2024-11-29,,1057.0,2,7,0.4757579796167153,0.21501147744634222,
1661,2025-02-08,2025-09-10,388.0,5,2,0.23898617061859537,0.5523319064775127,10.0
1662,2025-09-07,,1286.0,5,9,0.31225820714129177,0.7131227829007417,
1663,2025-08-05,,381.0,5,4,0.40039031174441503,0.24412755401247688,
1664,2025-04-18,,1419.0,6,7,0.3777269441962297,0.5862594806726782,
1665,2025-05-30,,162.0,12,8,0.4271553207032567,0.13021142197837135,
1666,2025-01-30,,202.0,4,5,0.38080638330818706,0.4443728131697939,
1667,2025-09-03,,383.0,3,8,0.6838834225620207,0.6126339447737045,
1668,2024-09-25,,470.0,4,4,0.0795732862683015,0.5984797416384803,
1669,2025-02-09,,393.0,1,2,0.20655898508112375,0.29651462637033205,
1670,2024-10-01,,1204.0,4,3,0.4729116421440879,0.524451508975612,
1671,2025-03-16,,132.0,7,6,0.18171013471789105,0.5428191672712069,
1672,2024-10-11,,396.0,2,6,0.48276758037863243,0.5155862123376749,
1673,2025-04-10,,1502.0,2,7,0.6783784423736413,0.3505906610955357,
1674,2024-10-29,,105.0,1,4,0.3942662228146573,0.28881743805723437,
1675,2025-07-08,,2333.0,4,8,0.36517826036670525,0.5071429393482803,
1676,2025-01-30,,3483.0,4,8,0.28136726454197575,0.7454530650759419,
1677,2025-02-08,2025-09-17,124.0,2,7,0.37326572463340185,0.5516859665355336,3.0
1678,2024-11-05,,325.0,7,3,0.1761697624553362,0.8879642587203866,
1679,2025-07-22,2025-09-14,423.0,5,3,0.6669370547802479,0.3079403267896136,6.0
1680,2024-10-20,,1248.0,4,2,0.5964815203019194,0.2798389529801674,
1681,2025-02-10,,775.0,5,7,0.26038403694865536,0.6450065276913611,
1682,2025-08-14,,877.0,4,6,0.15569356121450215,0.4944724027427328,
1683,2024-12-16,2025-09-15,1183.0,7,7,0.11445730914140552,0.46841624594789766,5.0
1684,2025-03-08,,150.0,5,2,0.40453970475706336,0.3840816261613006,
1685,2024-10-03,,1483.0,5,4,0.3462785306065976,0.3657894726419847,
1686,2025-01-21,,1028.0,5,1,0.16802528563294056,0.594815987884023,
1687,2024-10-31,,739.0,2,2,0.6403416302253587,0.45917037050652304,
1688,2025-02-13,,1814.0,3,7,0.18603498303539925,0.6956078005528213,
1689,2025-03-12,,1014.0,5,5,0.4734869984193142,0.5188127006202452,
1690,2025-09-03,,230.0,3,3,0.38276990450450443,0.6319203825254291,
1691,2025-09-08,2025-09-18,499.0,3,2,0.5983155405692341,0.8710079688093748,2.0
1692,2025-03-11,,595.0,2,3,0.732137904348369,0.27540815355906484,
1693,2025-08-29,2025-09-14,95.0,5,4,0.5860604152083299,0.8394954738701946,6.0
1694,2025-05-23,2025-09-19,2524.0,4,5,0.5817416360042608,0.4805916923961271,1.0
1695,2025-02-22,,160.0,8,8,0.550567454479752,0.2351771864108398,
1696,2024-11-18,,1006.0,7,9,0.5984291835237205,0.27420434762943624,
1697,2024-12-24,,615.0,0,2,0.599689833601861,0.5436978584269307,
1698,2025-03-12,,71.0,5,3,0.4230321601518741,0.7865906762473757,
1699,2025-03-29,2025-09-19,2120.0,7,4,0.5826607114808445,0.5879994966749422,1.0
1700,2024-12-09,,1578.0,2,7,0.5971189742732976,0.5047753422076716,
1701,2025-02-28,,644.0,8,6,0.3317211995921781,0.13547889629134288,
1702,2025-04-09,,258.0,3,6,0.3728379093311141,0.35702141796326675,
1703,2025-01-12,,154.0,2,7,0.1351427736873522,0.6968676072612914,
1704,2025-02-05,2025-09-08,411.0,7,1,0.16779693879437718,0.5115918772634278,12.0
1705,2025-09-13,2025-09-20,286.0,3,8,0.3463073203144869,0.7490831163037347,0.0
1706,2025-08-22,,615.0,4,9,0.41820074621381476,0.11002028206227628,
1707,2025-08-18,,2765.0,6,2,0.2531551972218209,0.6662667851034484,
1708,2025-05-09,2025-09-14,734.0,7,1,0.6869155095023,0.5923130603497462,6.0
1709,2025-07-03,,1815.0,3,4,0.1807883735859003,0.5211222580317563,
1710,2025-07-24,,892.0,2,2,0.3496982450745873,0.2821577472494392,
1711,2025-08-25,,566.0,7,6,0.33501391338899555,0.8819404864851332,
1712,2025-02-06,,1593.0,3,3,0.10134951063668454,0.5501469940272892,
1713,2024-12-09,2025-09-08,560.0,5,9,0.7255137774968817,0.4120550369823397,12.0
1714,2025-09-16,,1674.0,3,8,0.19607713857688253,0.5232446175542046,
1715,2025-06-13,,326.0,2,7,0.25454762271367326,0.4967031318742983,
1716,2025-08-12,,160.0,5,7,0.24531269174348422,0.7606072990482914,
1717,2024-12-23,,1597.0,5,7,0.27405316574101174,0.30436175346388533,
1718,2024-12-09,,758.0,10,5,0.4123851116300657,0.4937689501181065,
1719,2025-04-16,,1809.0,5,8,0.8846904725060191,0.6740761524453543,
1720,2025-07-07,2025-09-15,2272.0,4,4,0.33362574833706315,0.6597205260320305,5.0
1721,2024-12-06,,94.0,5,5,0.36658617528433307,0.5038206866865089,
1722,2025-05-13,,606.0,4,3,0.26763818640711967,0.5259647452450475,
1723,2025-03-29,,426.0,5,3,0.6528812915549375,0.3778712687108983,
1724,2025-06-28,2025-09-07,836.0,6,2,0.3405619375547668,0.2601221492677129,13.0
1725,2025-08-29,,1312.0,3,5,0.2402636798169628,0.6411076823124956,
1726,2025-08-24,,313.0,4,2,0.32982158357883695,0.8984074681604772,
1727,2025-03-09,,701.0,6,4,0.2818258152883155,0.054042361441759584,
1728,2024-10-18,,1037.0,4,1,0.43372956926636613,0.4390225764374926,
1729,2025-01-27,2025-09-12,165.0,4,2,0.6021767589002478,0.3398073314036323,8.0
1730,2025-06-20,,1396.0,5,1,0.5179432101207766,0.5539079183024495,
1731,2025-08-30,,795.0,3,2,0.22548088453076456,0.0747087405148351,
1732,2024-11-21,,2439.0,5,4,0.31437236004534697,0.882690014972743,
1733,2024-09-28,2025-09-10,382.0,3,1,0.04319897317298256,0.2950771107603076,10.0
1734,2025-06-28,,142.0,3,6,0.2699719700432032,0.6449660202356956,
1735,2025-01-01,,615.0,10,1,0.41602814818685746,0.49492934302811037,
1736,2025-04-26,,122.0,3,3,0.40086822894424184,0.6304830455755179,
1737,2025-01-06,,2843.0,4,2,0.30267358471377975,0.6858411566879976,
1738,2025-07-24,,82.0,2,2,0.8291222200970828,0.30018727761300235,
1739,2025-09-05,,1170.0,5,4,0.4623735836234461,0.7760244440642219,
1740,2025-04-11,,646.0,3,9,0.383230461943065,0.9368863607603535,
1741,2025-04-10,,418.0,6,3,0.6757888738286836,0.2928435339296583,
1742,2024-11-04,,104.0,4,6,0.43915254258406283,0.6272159784662582,
1743,2024-12-13,,829.0,3,3,0.08429018788778746,0.6418460547398823,
1744,2024-12-14,,754.0,3,5,0.334936641322038,0.5384948285855498,
1745,2025-09-08,,314.0,2,9,0.12882284638679745,0.6023920025710315,
1746,2024-12-20,2025-09-13,1978.0,2,3,0.5196560951312301,0.37637361567598787,7.0
1747,2024-12-23,,340.0,2,8,0.3255714685939925,0.05835752044964333,
1748,2025-02-24,,528.0,6,6,0.5164316247466708,0.2158574128299001,
1749,2025-08-24,2025-09-13,678.0,6,8,0.589024805934455,0.7722914827806375,7.0
1750,2025-07-10,,134.0,5,2,0.31946788575291807,0.5068462402118338,
1751,2025-07-22,,2203.0,4,9,0.17853830112845492,0.552370354341163,
1752,2025-04-28,,425.0,4,1,0.26626360448914704,0.7542001145902727,
1753,2025-06-19,,117.0,2,3,0.1173799396982947,0.7841768657751247,
1754,2024-11-15,,442.0,4,4,0.5050914703639273,0.5286340180761793,
1755,2025-09-12,,783.0,9,6,0.5528269966988362,0.6599083720495811,
1756,2025-07-03,2025-09-10,627.0,3,4,0.4025640061679433,0.40088922921820036,10.0
1757,2025-08-24,,999.0,4,2,0.04598337846673086,0.7628965237950223,
1758,2025-03-30,,96.0,3,3,0.25240730122178445,0.22776470207007818,
1759,2025-08-01,,318.0,5,3,0.5303381509118162,0.6820406277666669,
1760,2025-03-05,2025-09-17,1418.0,6,6,0.7645257184907752,0.7938385184735106,3.0
1761,2024-10-06,,117.0,2,5,0.7706726230949139,0.561465306567263,
1762,2025-03-23,,1598.0,6,5,0.31301013798861427,0.15897679616988464,
1763,2025-08-27,,127.0,4,4,0.13195241353892778,0.9291717043911264,
1764,2024-11-08,2025-09-20,1489.0,0,4,0.4321177067234424,0.4347468283305834,0.0
1765,2025-08-05,,408.0,2,9,0.31651529712308896,0.006220050060094811,
1766,2025-09-05,2025-09-14,808.0,4,7,0.3112111122677581,0.4262028665236163,6.0
1767,2025-04-20,2025-09-15,183.0,4,8,0.5813180778871683,0.6939124762178477,5.0
1768,2025-02-10,,105.0,5,4,0.6756563806080704,0.3865944155685043,
1769,2025-02-26,,245.0,7,3,0.2791920750149286,0.7081268574005655,
1770,2024-12-21,,159.0,6,1,0.16934198507329123,0.6495703240945329,
1771,2025-01-27,,350.0,7,9,0.15655921002938328,0.9708416232235094,
1772,2024-10-15,2025-09-13,628.0,5,9,0.49897949830868527,0.7832128489088708,7.0
1773,2025-02-04,,761.0,6,2,0.33961173524613153,0.3336619609224307,
1774,2025-09-11,,1298.0,3,4,0.4543281833654921,0.4485617695245499,
1775,2025-04-07,,904.0,3,4,0.33911744357320545,0.3588089496879474,
1776,2024-11-05,,801.0,3,1,0.5855711060400061,0.806011140582954,
1777,2025-02-18,2025-09-15,475.0,3,2,0.23789142204695796,0.3291817007553899,5.0
1778,2025-05-26,2025-09-16,564.0,3,8,0.32904845755177714,0.4292826012989152,4.0
1779,2024-10-11,,478.0,6,6,0.30703449749474504,0.6131826505542395,
1780,2025-07-10,,1527.0,4,1,0.7952118713197971,0.4229416535898288,
1781,2025-07-18,,259.0,5,7,0.19581971987722294,0.41220354920669505,
1782,2025-02-27,2025-09-09,55.0,0,7,0.5406875574416282,0.6963986666113297,11.0
1783,2025-02-23,,893.0,3,6,0.3674779162803055,0.3396477233924911,
1784,2025-07-10,2025-09-15,231.0,4,8,0.4988027296724707,0.2577065364220277,5.0
1785,2024-12-17,,1817.0,1,5,0.5812750084045172,0.10028634915665548,
1786,2024-12-20,,1617.0,4,2,0.4926003522977885,0.828102823116933,
1787,2024-11-04,,114.0,6,4,0.7915801644419174,0.6037732734958436,
1788,2024-10-17,,140.0,7,8,0.442028110007941,0.29719685681397173,
1789,2025-06-17,,597.0,4,8,0.048344574970969126,0.4604570757285658,
1790,2025-04-07,,802.0,2,5,0.5818935759214233,0.422657778680688,
1791,2025-08-19,,307.0,3,6,0.2832460688349777,0.3640088318452202,
1792,2025-09-09,2025-09-17,1059.0,3,9,0.3243352111382781,0.41907389593645106,3.0
1793,2024-11-23,,773.0,4,2,0.4118580393456746,0.24242065474930818,
1794,2025-02-15,2025-09-11,364.0,3,5,0.6084896811340983,0.6338935300048375,9.0
1795,2024-12-05,,71.0,1,9,0.5864806633633615,0.6433263568760681,
1796,2025-06-10,,1160.0,6,3,0.45586711207354036,0.8124218956281624,
1797,2024-12-27,,243.0,5,6,0.5111806802172209,0.5708216174444616,
1798,2025-02-18,,1489.0,7,4,0.19955706003654478,0.3171805408911371,
1799,2025-03-25,2025-09-16,486.0,2,4,0.15384167689492212,0.5827467098875534,4.0
1800,2025-06-24,,738.0,6,3,0.10533252765819166,0.14839206820434442,
1801,2025-08-10,,1701.0,2,1,0.37782518253224584,0.7081835980613228,
1802,2025-07-06,,1644.0,2,8,0.1449664609817439,0.48055590205619036,
1803,2025-08-05,,422.0,5,5,0.47423503581290183,0.5144259787219437,
1804,2025-04-13,2025-09-12,237.0,4,2,0.8167758429938142,0.3423314560951323,8.0
1805,2025-07-02,,1244.0,5,1,0.22815128711650182,0.4404419032263274,
1806,2024-11-14,,504.0,9,1,0.23604090646713702,0.24113885069610932,
1807,2025-06-26,2025-09-14,221.0,5,4,0.21814313039669575,0.31835415206117346,6.0
